country,year,quarter,account,cost_of_goods_usd,price_usd,sales_usd,quantity,avg_price_per_item,markup_ratio
Greece,2022,2,"Spencer, Ondricka and Mueller",12904.201,94.5821,14402.01,152.27,94.5821,0.0073
Greece,2022,3,Johnson-Windler,12360.4845,22.7538,15278.72,671.48,22.7538,0.0018
Greece,2022,3,"Quitzon, Yost and Bauch",11725.6987,28.9803,21332.04,1610.69,13.244,0.0025
Greece,2022,3,"Sauer, Pfeffer and Hamill",4186.0297,29.615,8794.18,296.95,29.615,0.0071
Greece,2022,4,Beahan-Dietrich,7242.8753,19.2467,9250.16,480.61,19.2467,0.0027
Greece,2022,4,"Bruen, Kuhic and Marks",2000.636,5.9737,5392.55,902.72,5.9737,0.003
Greece,2022,4,"Cremin, Spinka and Ernser",18659.9049,141.5065,32829.15,1069.71,30.6898,0.0076
Greece,2022,4,"Sauer, Pfeffer and Hamill",7172.2944,23.7411,9961.52,419.59,23.7411,0.0033
Greece,2022,4,"Spencer, Ondricka and Mueller",5635.616,39.7223,17611.3,443.36,39.7223,0.007
Greece,2022,4,"Swift, Brekke and Kessler",3675.0971,7.8171,7220.23,923.64,7.8171,0.0021
Greece,2023,1,"Bruen, Kuhic and Marks",5425.362,31.396,12056.36,384.01,31.396,0.0058
Greece,2023,1,"Cremin, Spinka and Ernser",5905.7332,84.1708,10680.33,921.17,11.5943,0.0143
Greece,2023,1,Johnson-Windler,8469.5538,717.9949,14022.44,19.53,717.9949,0.0848
Greece,2023,1,"Spencer, Ondricka and Mueller",6492.5094,11.2488,7602.47,675.85,11.2488,0.0017
Greece,2023,2,"Hagenes, Bode and Veum",6411.8209,65.5493,14376.28,219.32,65.5493,0.0102
Greece,2023,2,Kuhn-Bradtke,14030.7076,51.4657,16429.4,319.23,51.4657,0.0037
Greece,2023,3,"Cremin, Spinka and Ernser",6924.063,336.6541,17266.99,51.29,336.6541,0.0486
Greece,2023,3,"Hagenes, Bode and Veum",6201.023,32.9598,8001.32,242.76,32.9598,0.0053
Greece,2023,3,Johnson-Windler,12252.0512,14.7422,14482.33,982.37,14.7422,0.0012
Greece,2023,4,"Spencer, Ondricka and Mueller",14300.7135,90.3633,25655.38,566.96,45.2508,0.0063
Greece,2023,4,Tromp Group,5047.698,12.4227,7273.34,585.49,12.4227,0.0025
Greece,2024,1,"Cremin, Spinka and Ernser",10012.3059,97.0908,20742.23,425.96,48.6953,0.0097
Greece,2024,1,Tromp Group,8631.5535,29.0075,14654.59,505.2,29.0075,0.0034
Hungary,2022,1,Hoeger-McKenzie,7643.5081,68.9336,9110.26,132.16,68.9336,0.009
Hungary,2022,2,Hoeger-McKenzie,3253.41,10.2198,5324.73,521.02,10.2198,0.0031
Hungary,2022,3,Hoeger-McKenzie,23039.3038,40.0325,32267.0,1617.28,19.9514,0.0017
Hungary,2022,3,"Wisozk, Oberbrunner and Hermiston",4774.5532,23.8276,8541.24,358.46,23.8276,0.005
Hungary,2022,4,Hoeger-McKenzie,22646.7812,61.5754,34171.95,1108.41,30.8297,0.0027
Hungary,2023,1,Denesik Inc,14549.6596,29.3877,22585.81,1533.22,14.731,0.002
Hungary,2023,1,Hoeger-McKenzie,3755.4462,18.6704,9483.45,507.94,18.6704,0.005
Hungary,2023,2,Denesik Inc,17588.7397,50.7876,32410.49,1276.87,25.3828,0.0029
Hungary,2023,3,Bruen and Sons,3342.6522,10.4351,5452.94,522.56,10.4351,0.0031
Hungary,2023,3,Denesik Inc,2549.9974,18.4118,5875.57,319.12,18.4118,0.0072
Hungary,2023,3,Hoeger-McKenzie,22707.2115,105.4785,33764.53,701.09,48.1601,0.0046
Hungary,2023,4,Denesik Inc,7229.0034,34.1127,17143.53,1176.49,14.5718,0.0047
Hungary,2023,4,"Wisozk, Oberbrunner and Hermiston",14157.9603,61.6589,25987.89,838.28,31.0014,0.0044
Ireland,2022,1,"Collins, Stroman and Hintz",10122.6099,23.365,16767.18,1513.4,11.0791,0.0023
Ireland,2022,3,"Collins, Stroman and Hintz",15193.2692,59.6044,34116.06,1292.71,26.3911,0.0039
Ireland,2023,2,"Collins, Stroman and Hintz",6161.0074,54.6844,12297.42,224.88,54.6844,0.0089
Ireland,2023,2,"Huels, Leffler and Johnson",11953.8629,29.0319,15749.49,542.49,29.0319,0.0024
Ireland,2023,3,"Collins, Stroman and Hintz",3472.5717,13.2323,6862.79,518.64,13.2323,0.0038
Ireland,2023,4,"Huels, Leffler and Johnson",5565.3345,20.0528,9369.25,467.23,20.0528,0.0036
Ivory Coast,2022,2,Hayes-Lynch,6004.2755,36.5657,13196.21,360.89,36.5657,0.0061
Ivory Coast,2022,2,Wisozk-Jenkins,3105.6942,8.974,5033.54,560.9,8.974,0.0029
Ivory Coast,2022,3,Hayes-Lynch,5266.647,47.119,7802.44,165.59,47.119,0.0089
Ivory Coast,2022,3,Wisozk-Jenkins,19680.1991,67.794,35278.46,1650.87,21.3696,0.0034
Ivory Coast,2022,4,Wisozk-Jenkins,3218.9921,8.8802,6664.58,750.5,8.8802,0.0028
Ivory Coast,2023,1,Hayes-Lynch,9829.1678,19.5844,19011.93,970.77,19.5844,0.002
Ivory Coast,2023,1,Wisozk-Jenkins,27437.9321,106.5067,38604.36,1808.98,21.3404,0.0039
Ivory Coast,2023,2,Hayes-Lynch,18304.1827,39.3393,27215.67,1394.65,19.5143,0.0021
Ivory Coast,2023,3,Wisozk-Jenkins,9870.9189,17.5996,11358.94,645.41,17.5996,0.0018
Ivory Coast,2023,4,Wisozk-Jenkins,9735.2819,20.2318,11701.06,578.35,20.2318,0.0021
Ivory Coast,2024,1,Hayes-Lynch,11544.1306,30.0304,15031.42,500.54,30.0304,0.0026
Ivory Coast,2024,1,Wisozk-Jenkins,6381.5021,32.8254,19049.26,580.32,32.8254,0.0051
Japan,2022,1,"Bednar, Macejkovic and Hermiston",7480.9169,17.671,9766.21,552.67,17.671,0.0024
Japan,2022,1,Boehm-Nolan,4823.5024,75.6899,14705.8,194.29,75.6899,0.0157
Japan,2022,1,"Cremin, Prohaska and Labadie",5064.3491,19.9086,11750.23,590.21,19.9086,0.0039
Japan,2022,1,Farrell Group,6492.4075,21.342,8942.71,419.02,21.342,0.0033
Japan,2022,1,Kessler Inc,5975.0033,76.5015,8864.99,115.88,76.5015,0.0128
Japan,2022,1,Miller Inc,3074.0468,5.1325,5106.39,994.92,5.1325,0.0017
Japan,2022,2,"Lubowitz, Block and Schinner",10695.8484,16.394,15389.71,938.74,16.394,0.0015
Japan,2022,2,Predovic Inc,13482.2497,76.6697,17222.85,637.77,27.0048,0.0057
Japan,2022,2,Raynor-Hammes,14857.7697,237.8347,16600.86,69.8,237.8347,0.016
Japan,2022,3,"Cremin, Prohaska and Labadie",5048.6942,36.2945,10628.83,292.85,36.2945,0.0072
Japan,2022,3,"Goyette, Kozey and Little",9769.8166,15.7623,11507.44,730.06,15.7623,0.0016
Japan,2022,3,Labadie Group,16452.5694,42.5967,34984.99,1654.77,21.1419,0.0026
Japan,2022,3,"Lubowitz, Block and Schinner",6494.2526,29.3408,19443.87,662.69,29.3408,0.0045
Japan,2022,3,Raynor-Hammes,6864.4331,17.4573,12064.03,691.06,17.4573,0.0025
Japan,2022,3,Rempel Inc,11346.8724,93.9609,26016.45,781.21,33.3028,0.0083
Japan,2022,3,Ullrich and Sons,7335.8347,8.5195,8233.26,966.4,8.5195,0.0012
Japan,2022,3,Wilderman Inc,9728.0929,37.8313,15973.88,422.24,37.8313,0.0039
Japan,2022,4,Bins and Sons,16084.0777,54.2138,19102.23,352.35,54.2138,0.0034
Japan,2022,4,Labadie Group,3625.268,44.2926,11223.74,253.4,44.2926,0.0122
Japan,2022,4,"Lubowitz, Block and Schinner",9761.0667,28.1331,13208.48,469.5,28.1331,0.0029
Japan,2022,4,Predovic Inc,6613.57,23.7651,7929.94,333.68,23.7651,0.0036
Japan,2022,4,Raynor-Hammes,3438.2391,7.7261,6450.73,834.93,7.7261,0.0022
Japan,2022,4,Rempel Inc,12279.7614,35.549,27895.08,1561.17,17.8681,0.0029
Japan,2022,4,Wilderman Inc,12143.4158,26.9208,18097.49,672.25,26.9208,0.0022
Japan,2023,1,"Cremin, Prohaska and Labadie",5494.8043,22.5201,9794.66,434.93,22.5201,0.0041
Japan,2023,1,"Goyette, Kozey and Little",8095.3691,15.7181,11597.95,737.87,15.7181,0.0019
Japan,2023,1,Labadie Group,6345.42,17.1621,15823.99,922.03,17.1621,0.0027
Japan,2023,1,"McClure, Dare and Barton",6789.5058,15.5325,8269.8,532.42,15.5325,0.0023
Japan,2023,1,Predovic Inc,5711.165,75.6417,18973.97,250.84,75.6417,0.0132
Japan,2023,2,Corwin and Sons,15762.5789,35.098,17611.82,501.79,35.098,0.0022
Japan,2023,2,"Cremin, Prohaska and Labadie",13924.8231,39.8037,26741.04,1363.77,19.6082,0.0029
Japan,2023,2,Labadie Group,4322.071,34.5007,13677.44,396.44,34.5007,0.008
Japan,2023,2,"Lubowitz, Block and Schinner",5120.7515,13.8348,5721.51,413.56,13.8348,0.0027
Japan,2023,2,Raynor-Hammes,8434.6708,318.936,16096.7,50.47,318.936,0.0378
Japan,2023,2,Rogahn and Sons,21377.8884,515.4058,37699.72,982.18,38.3837,0.0241
Japan,2023,2,Wilderman Inc,5176.9596,14.4233,8063.8,559.08,14.4233,0.0028
Japan,2023,3,Farrell Group,4946.6903,191.5988,9298.29,48.53,191.5988,0.0387
Japan,2023,3,Labadie Group,13853.4189,71.8339,16998.06,236.63,71.8339,0.0052
Japan,2023,3,Miller Inc,9388.4506,19.8672,19357.63,974.35,19.8672,0.0021
Japan,2023,3,Rempel Inc,9805.2152,123.0661,13038.85,105.95,123.0661,0.0126
Japan,2023,3,Rippin Group,4363.8767,37.1992,7536.92,202.61,37.1992,0.0085
Japan,2023,3,Rogahn and Sons,14482.3819,48.7045,17923.74,368.01,48.7045,0.0034
Japan,2023,4,"Cremin, Prohaska and Labadie",7777.7264,22.1449,16690.4,753.69,22.1449,0.0028
Japan,2023,4,Kessler Inc,5369.3964,9.0616,6982.31,770.54,9.0616,0.0017
Japan,2023,4,Raynor-Hammes,16035.0355,196.3984,18909.24,96.28,196.3984,0.0122
Japan,2023,4,Wilderman Inc,6498.9508,19.764,14736.85,745.64,19.764,0.003
Japan,2024,1,Bins and Sons,9752.9967,54.2558,12986.68,239.36,54.2558,0.0056
Japan,2024,1,"Cremin, Prohaska and Labadie",14891.5267,50.0411,21575.28,817.73,26.3844,0.0034
Japan,2024,1,Predovic Inc,12596.787,35.9645,20281.03,1198.68,16.9195,0.0029
Japan,2024,1,Raynor-Hammes,3968.0462,13.1698,5684.88,431.66,13.1698,0.0033
Japan,2024,1,Rogahn and Sons,9379.2256,195.2179,11047.38,56.59,195.2179,0.0208
Japan,2024,2,Kessler Inc,3876.0795,269.682,6113.69,22.67,269.682,0.0696
Kenya,2022,2,Little Inc,4355.7466,13.3889,12374.28,924.22,13.3889,0.0031
Kenya,2022,4,Little Inc,4594.0998,11.9916,8131.15,678.07,11.9916,0.0026
Kenya,2023,1,Little Inc,14010.1404,62.9952,23889.68,750.45,31.8338,0.0045
Kenya,2023,4,Little Inc,12761.6376,171.0698,14195.37,82.98,171.0698,0.0134
Malaysia,2022,2,"Larson, Gulgowski and Schumm",3615.4794,11.286,9270.46,821.41,11.286,0.0031
Malaysia,2022,2,Reichel and Sons,5364.545,17.8041,10729.09,602.62,17.8041,0.0033
Malaysia,2022,4,Reichel and Sons,8516.4302,11.804,11280.04,955.61,11.804,0.0014
Malaysia,2023,1,"Larson, Gulgowski and Schumm",4554.0108,20.8122,11471.06,551.17,20.8122,0.0046
Malaysia,2023,1,Reichel and Sons,1940.974,7.3417,5028.43,684.91,7.3417,0.0038
Malaysia,2023,2,"Beier, Ziemann and Keebler",14351.9471,19.6089,16364.82,834.56,19.6089,0.0014
Malaysia,2023,2,"Larson, Gulgowski and Schumm",4894.8336,32.036,8819.52,275.3,32.036,0.0065
Malaysia,2023,3,Reichel and Sons,5616.0933,147.3677,8613.64,58.45,147.3677,0.0262
Malaysia,2023,4,"Beier, Ziemann and Keebler",5073.6654,15.2616,13386.98,877.17,15.2616,0.003
Malaysia,2024,1,"Beier, Ziemann and Keebler",4824.7632,79.6645,7883.6,98.96,79.6645,0.0165
Mexico,2022,1,Kirlin-Dare,9395.9069,20.754,12820.42,1234.67,10.3837,0.0022
Mexico,2022,1,Reichel Group,27609.5208,525.6678,40831.46,781.29,52.2616,0.019
Mexico,2022,1,"VonRueden, Morissette and Bartoletti",10867.5849,57.3288,18645.84,743.44,25.0805,0.0053
Mexico,2022,2,O'Hara and Sons,13517.5265,105.2598,16960.51,161.13,105.2598,0.0078
Mexico,2022,3,Jast-Quigley,3720.0642,20.6758,8964.01,433.55,20.6758,0.0056
Mexico,2022,3,Kirlin-Dare,6467.8269,42.1569,15473.27,367.04,42.1569,0.0065
Mexico,2022,3,Mann-Erdman,3851.2337,11.8581,11496.22,969.48,11.8581,0.0031
Mexico,2022,3,"VonRueden, Morissette and Bartoletti",7201.0944,37.3811,12762.79,971.81,13.133,0.0052
Mexico,2022,4,Jast-Quigley,10570.1873,21.2695,19148.89,900.3,21.2695,0.002
Mexico,2022,4,O'Hara and Sons,22797.9497,62.773,43658.48,2067.03,21.1214,0.0028
Mexico,2022,4,"Zulauf, Gottlieb and Marks",4962.369,109.4707,13197.79,120.56,109.4707,0.0221
Mexico,2023,1,Jaskolski and Sons,6907.6387,15.2722,7867.47,515.15,15.2722,0.0022
Mexico,2023,1,Nicolas-Waters,5704.1446,94.3896,10927.48,115.77,94.3896,0.0165
Mexico,2023,1,"Rau, Skiles and Terry",6570.856,23.2982,9970.95,427.97,23.2982,0.0035
Mexico,2023,2,Jaskolski and Sons,3796.1902,11.2571,11003.45,977.47,11.2571,0.003
Mexico,2023,2,Kirlin-Dare,7335.5641,20.2131,14849.32,734.64,20.2131,0.0028
Mexico,2023,2,Reichel Group,15164.4872,68.9203,25751.32,1100.47,23.4003,0.0045
Mexico,2023,2,"VonRueden, Morissette and Bartoletti",9011.8466,29.9341,19151.6,1374.39,13.9346,0.0033
Mexico,2023,3,Jast-Quigley,7717.3327,15.4442,10022.51,648.95,15.4442,0.002
Mexico,2023,3,O'Hara and Sons,11338.6451,84.0968,31414.84,974.78,32.2276,0.0074
Mexico,2023,4,Jast-Quigley,10201.2638,35.1461,16618.33,995.18,16.6988,0.0034
Mexico,2023,4,Mann-Erdman,2921.9113,31.2727,8670.36,277.25,31.2727,0.0107
Mexico,2023,4,"VonRueden, Morissette and Bartoletti",12365.6558,29.7478,17999.96,1238.92,14.5288,0.0024
Mexico,2023,4,"Zulauf, Gottlieb and Marks",5831.3075,15.4367,14913.83,966.13,15.4367,0.0026
Mexico,2024,1,Jaskolski and Sons,13912.861,68.8423,17905.87,260.1,68.8423,0.0049
Mexico,2024,1,Jast-Quigley,7227.5343,24.9739,8583.77,343.71,24.9739,0.0035
Mexico,2024,1,O'Hara and Sons,9351.2315,24.5228,14083.18,574.29,24.5228,0.0026
Mexico,2024,1,Reichel Group,13305.5329,37.8442,16050.1,424.11,37.8442,0.0028
Mexico,2024,2,O'Hara and Sons,2191.1062,14.3622,6463.44,450.03,14.3622,0.0066
Morocco,2022,1,"Hamill, Thiel and Buckridge",4778.3124,8.3982,6040.85,719.3,8.3982,0.0018
Morocco,2022,2,"Hamill, Thiel and Buckridge",2636.4762,16.0905,6368.3,395.78,16.0905,0.0061
Morocco,2022,3,"Hamill, Thiel and Buckridge",8178.2667,16.36,10197.34,623.31,16.36,0.002
Morocco,2023,2,"Hamill, Thiel and Buckridge",3747.801,12.15,7679.92,632.09,12.15,0.0032
Morocco,2023,2,Moore-Rolfson,15985.2889,1075.4706,19906.96,18.51,1075.4706,0.0673
Nepal,2022,4,Spencer LLC,6938.8774,27.3548,9389.55,343.25,27.3548,0.0039
Nepal,2023,3,Spencer LLC,6555.4189,17.5873,8245.81,468.85,17.5873,0.0027
Nepal,2024,1,Spencer LLC,4340.001,66.7512,6053.0,90.68,66.7512,0.0154
Netherlands,2022,1,Rodriguez Inc,5807.8805,13.9745,12571.17,899.58,13.9745,0.0024
Netherlands,2022,2,Hagenes Inc,7115.7407,34.3974,17923.78,521.08,34.3974,0.0048
Netherlands,2022,2,Schaefer and Sons,16741.7447,20.1381,18705.86,928.88,20.1381,0.0012
Netherlands,2022,4,Hagenes Inc,22005.9151,85.4678,36259.89,861.82,42.0736,0.0039
Netherlands,2022,4,McKenzie-Lakin,6949.5702,55.8662,14211.8,254.39,55.8662,0.008
Netherlands,2022,4,Schaefer and Sons,7831.4955,12.8961,11317.19,877.57,12.8961,0.0016
Netherlands,2023,1,Rodriguez Inc,6807.201,10.8501,8551.76,788.17,10.8501,0.0016
Netherlands,2023,2,Schaefer and Sons,2328.0522,19.6046,5720.03,291.77,19.6046,0.0084
Netherlands,2024,1,Hagenes Inc,29007.6895,128.5281,43155.79,1350.61,31.9528,0.0044
Netherlands,2024,1,Schaefer and Sons,2649.1906,6.2404,5759.11,922.87,6.2404,0.0024
New Zealand,2022,3,Bahringer-Rogahn,6243.1174,54.1847,18362.11,338.88,54.1847,0.0087
New Zealand,2023,2,Bahringer-Rogahn,4447.3159,20.5202,13811.54,673.07,20.5202,0.0046
Norway,2022,1,Blick and Sons,13334.9336,61.8647,17273.23,279.21,61.8647,0.0046
Norway,2022,1,Jacobson Group,11614.2907,195.8385,17786.05,90.82,195.8385,0.0169
Norway,2022,1,"Monahan, Weber and Weimann",7393.6339,13.5636,9831.96,724.88,13.5636,0.0018
Norway,2022,2,Feeney LLC,5895.785,40.8605,16654.76,407.6,40.8605,0.0069
Norway,2022,2,Jacobson Group,5476.2422,70.5617,16298.34,230.98,70.5617,0.0129
Norway,2022,2,"Stanton, Schulist and Schaefer",11507.8064,28.8039,19308.4,670.34,28.8039,0.0025
Norway,2022,3,"Beer, Raynor and Ernser",5818.3337,48.9968,11971.88,244.34,48.9968,0.0084
Norway,2022,3,"Monahan, Weber and Weimann",5238.9841,530.9005,12746.92,24.01,530.9005,0.1013
Norway,2022,4,"Bailey, Davis and Heidenreich",9764.3637,34.8841,13909.35,398.73,34.8841,0.0036
Norway,2022,4,"Beer, Raynor and Ernser",7942.7925,107.8825,17650.65,163.61,107.8825,0.0136
Norway,2022,4,DuBuque-Bosco,6009.0778,55.4265,13750.75,248.09,55.4265,0.0092
Norway,2022,4,Feeney LLC,11122.0723,68.6453,17032.27,248.12,68.6453,0.0062
Norway,2022,4,Hane-Skiles,4621.1557,50.4704,15201.17,301.19,50.4704,0.0109
Norway,2022,4,Jacobson Group,3757.4105,19.4414,11853.03,609.68,19.4414,0.0052
Norway,2022,4,"Monahan, Weber and Weimann",11311.8214,97.3289,17564.94,180.47,97.3289,0.0086
Norway,2023,1,"Beer, Raynor and Ernser",4887.5621,11.3396,8589.74,757.5,11.3396,0.0023
Norway,2023,1,Feeney LLC,3593.1221,142.0931,11334.77,79.77,142.0931,0.0395
Norway,2023,2,Feeney LLC,3619.211,18.0062,11034.18,612.8,18.0062,0.005
Norway,2023,2,"Monahan, Weber and Weimann",15936.4521,38.9527,27651.51,1441.76,19.179,0.0024
Norway,2023,3,Blick and Sons,4396.8272,6.8997,5998.4,869.37,6.8997,0.0016
Norway,2023,3,DuBuque-Bosco,4230.6158,10.0906,8230.77,815.69,10.0906,0.0024
Norway,2023,3,Hane-Skiles,8215.6944,436.0045,16716.12,914.12,18.2866,0.0531
Norway,2023,3,Schimmel-Lueilwitz,2552.9871,26.02,5055.42,194.29,26.02,0.0102
Norway,2023,4,Satterfield LLC,6520.2266,20.0337,15561.4,776.76,20.0337,0.0031
Norway,2024,1,"Monahan, Weber and Weimann",8574.3267,64.767,13070.62,201.81,64.767,0.0076
Pakistan,2022,1,Shields Inc,1955.8462,9.8803,6248.71,632.44,9.8803,0.0051
Pakistan,2022,2,Heathcote-Heller,5433.5235,46.2059,15305.7,331.25,46.2059,0.0085
Pakistan,2022,2,Shields Inc,35188.67,113.0694,55777.27,2465.41,22.6239,0.0032
Pakistan,2022,3,Shields Inc,5605.7073,12.4954,12212.87,977.39,12.4954,0.0022
Pakistan,2022,4,Heathcote-Heller,11513.8734,22.778,16148.49,708.95,22.778,0.002
Pakistan,2022,4,Witting LLC,6881.6026,80.6591,17920.84,222.18,80.6591,0.0117
Pakistan,2023,1,"Champlin, Corwin and Macejkovic",1907.79,6.3917,5562.07,870.2,6.3917,0.0034
Pakistan,2023,1,Heathcote-Heller,2677.5172,7.1842,5684.75,791.28,7.1842,0.0027
Pakistan,2023,1,Witting LLC,5128.8765,28.4704,6293.1,221.04,28.4704,0.0056
Pakistan,2023,2,Rogahn-Douglas,7493.693,39.7773,8996.03,226.16,39.7773,0.0053
Pakistan,2023,2,Shields Inc,8020.9922,69.0293,21181.06,815.74,25.9655,0.0086
Pakistan,2023,3,Heathcote-Heller,4293.1526,13.454,7453.39,553.99,13.454,0.0031
Pakistan,2023,4,Heathcote-Heller,4084.6684,12.4938,12193.04,975.93,12.4938,0.0031
Pakistan,2023,4,Rogahn-Douglas,7395.2816,14.9786,9396.8,627.35,14.9786,0.002
Pakistan,2024,1,Shields Inc,9424.8927,23.5751,15787.09,669.65,23.5751,0.0025
Philippines,2022,1,"Beatty, Friesen and Lind",2382.1304,10.0619,7709.16,766.17,10.0619,0.0042
Philippines,2022,1,Bergnaum-Flatley,9766.4826,31.3273,13716.97,437.86,31.3273,0.0032
Philippines,2022,1,Cummerata Inc,14375.4422,76.1806,28513.8,785.31,36.309,0.0053
Philippines,2022,1,"Emmerich, Emmerich and Bartoletti",7173.441,30.2659,17712.2,585.22,30.2659,0.0042
Philippines,2022,1,Ernser-Lebsack,10465.4509,17.6638,17241.27,976.08,17.6638,0.0017
Philippines,2022,1,Ernser-Reilly,7650.321,241.8805,13010.75,53.79,241.8805,0.0316
Philippines,2022,1,Hammes-VonRueden,13350.4644,45.839,20318.12,877.14,23.1641,0.0034
Philippines,2022,1,"Jerde, Bosco and Schinner",11611.3694,28.6018,13031.84,455.63,28.6018,0.0025
Philippines,2022,1,Kuhn Inc,2182.6428,7.7844,6012.79,772.42,7.7844,0.0036
Philippines,2022,1,"Lakin, Mayert and Boehm",9944.0668,25.9983,20434.67,1578.97,12.9418,0.0026
Philippines,2022,1,Ratke-Connelly,3592.8404,17.8902,6404.35,357.98,17.8902,0.005
Philippines,2022,1,Sawayn and Sons,19977.0017,51.5385,24111.38,1018.42,23.6753,0.0026
Philippines,2022,1,Smitham Group,5024.9768,8.1444,8091.75,993.54,8.1444,0.0016
Philippines,2022,1,"Stanton, Bode and Becker",21957.0366,222.3319,27813.89,1036.13,26.844,0.0101
Philippines,2022,1,"Torphy, Wuckert and Lueilwitz",4892.295,12.3629,6411.92,518.64,12.3629,0.0025
Philippines,2022,1,Trantow-Abbott,11914.1315,36.6783,23748.58,1434.54,16.5548,0.0031
Philippines,2022,2,Bergnaum-Casper,13279.1705,60.6255,26921.1,1018.86,26.4228,0.0046
Philippines,2022,2,Conn-Brown,8141.7046,54.7319,16548.18,302.35,54.7319,0.0067
Philippines,2022,2,Gislason-Pacocha,4116.6161,17.8134,10528.43,591.04,17.8134,0.0043
Philippines,2022,2,Hammes-VonRueden,18586.6513,122.7809,24516.48,541.34,45.2885,0.0066
Philippines,2022,2,Hessel-Mertz,6693.2017,35.6685,15351.38,430.39,35.6685,0.0053
Philippines,2022,2,Kemmer-Pacocha,2291.7294,25.4248,6986.98,274.81,25.4248,0.0111
Philippines,2022,2,"Lakin, Mayert and Boehm",9772.6022,21.5156,15438.55,717.55,21.5156,0.0022
Philippines,2022,2,Sawayn and Sons,17383.9035,37.6523,31399.56,1681.85,18.6697,0.0022
Philippines,2022,3,Bergnaum-Casper,2740.5505,22.2798,5769.58,258.96,22.2798,0.0081
Philippines,2022,3,Grady-Heathcote,28591.7955,135.6134,52945.88,1786.82,29.6313,0.0047
Philippines,2022,3,Hessel-Mertz,7997.5232,48.444,12496.13,257.95,48.444,0.0061
Philippines,2022,3,Huels-Daugherty,9075.675,11.9942,10325.0,860.83,11.9942,0.0013
Philippines,2022,3,"Lakin, Mayert and Boehm",10163.9779,32.9224,14910.98,1177.12,12.6673,0.0032
Philippines,2022,3,Ledner-Jacobi,5276.5572,14.7142,12503.69,849.77,14.7142,0.0028
Philippines,2022,3,Smitham Group,11222.9956,19.8965,13686.58,687.89,19.8965,0.0018
Philippines,2022,3,"Stokes, Rohan and Satterfield",4166.2543,52.891,5220.87,98.71,52.891,0.0127
Philippines,2022,3,"Torphy, Wuckert and Lueilwitz",19707.2845,77.6976,35762.65,1292.74,27.6642,0.0039
Philippines,2022,4,"Beatty, Friesen and Lind",4931.9982,13.2723,6438.64,485.12,13.2723,0.0027
Philippines,2022,4,Bergnaum-Casper,3979.2734,12.0333,11949.77,993.06,12.0333,0.003
Philippines,2022,4,Buckridge-Kunde,8228.3293,19.7027,13354.29,1366.05,9.7758,0.0024
Philippines,2022,4,Cassin-Schmidt,17419.8089,233.6404,30807.9,1670.88,18.4381,0.0134
Philippines,2022,4,Cummerata Inc,20852.7094,43.4211,31594.32,1453.4,21.7382,0.0021
Philippines,2022,4,"Emmerich, Emmerich and Bartoletti",14019.4746,88.3141,16850.33,190.8,88.3141,0.0063
Philippines,2022,4,Ernser-Lebsack,2731.8953,13.049,8728.1,668.87,13.049,0.0048
Philippines,2022,4,Flatley LLC,11233.2818,22.5152,13107.68,582.17,22.5152,0.002
Philippines,2022,4,Grady-Heathcote,16931.6216,77.8599,19439.29,249.67,77.8599,0.0046
Philippines,2022,4,Hammes-VonRueden,10257.5972,13.6719,12225.98,894.24,13.6719,0.0013
Philippines,2022,4,Hand Inc,4814.6184,8.899,5766.01,647.94,8.899,0.0018
Philippines,2022,4,Langworth-Huels,14669.8573,282.2029,17632.04,62.48,282.2029,0.0192
Philippines,2022,4,Rempel-Funk,7593.5398,13.0291,11772.93,903.59,13.0291,0.0017
Philippines,2022,4,"Stanton, Bode and Becker",18764.7278,83.1443,42384.72,1874.79,22.6077,0.0044
Philippines,2022,4,"Torp, Schuster and Bayer",6493.3032,120.5988,17087.64,141.69,120.5988,0.0186
Philippines,2023,1,Bogan-Flatley,11797.3486,34.7832,15792.97,454.04,34.7832,0.0029
Philippines,2023,1,Conn Group,14222.5854,49.0602,29578.83,1254.71,23.5742,0.0034
Philippines,2023,1,Conn-Brown,13202.5566,16.497,16441.54,996.64,16.497,0.0012
Philippines,2023,1,"Emmerich, Emmerich and Bartoletti",4260.3915,15.0887,7788.65,516.19,15.0887,0.0035
Philippines,2023,1,Gislason-Pacocha,9664.1679,17.9167,16352.23,912.68,17.9167,0.0019
Philippines,2023,1,Hand Inc,4894.952,16.4505,12237.38,743.89,16.4505,0.0034
Philippines,2023,1,Herzog Inc,14080.3958,22.6489,19637.93,867.06,22.6489,0.0016
Philippines,2023,1,Kemmer-Pacocha,12985.4057,14.8795,14806.62,995.1,14.8795,0.0011
Philippines,2023,1,Kuhn Inc,3188.6534,28.2694,6191.56,219.02,28.2694,0.0089
Philippines,2023,1,Smitham Group,5630.3296,21.213,6456.8,304.38,21.213,0.0038
Philippines,2023,1,"Stanton, Bode and Becker",6717.4108,32.5078,10512.38,323.38,32.5078,0.0048
Philippines,2023,1,"Stokes, Rohan and Satterfield",6976.1907,264.5882,13364.35,50.51,264.5882,0.0379
Philippines,2023,1,"Torp, Schuster and Bayer",8239.944,837.786,15230.95,18.18,837.786,0.1017
Philippines,2023,1,"Torphy, Wuckert and Lueilwitz",8969.4451,30.0422,17019.82,566.53,30.0422,0.0033
Philippines,2023,2,Cassin LLC,4937.1475,9.7639,7228.62,740.34,9.7639,0.002
